subject_id,condition,phase,node_l,node_c,node_r,dist_l,dist_r,trial_timestamp,choice_timestamp,response_timestamp,response_delay,response_key,response,accuracy
1234,Interleaved,Judgement,7,10,5,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,12,7,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,10,11,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,6,5,9,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,1,8,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,5,1,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,10,1,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,2,5,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,8,1,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,10,4,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,1,11,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,1,8,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,11,2,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,5,7,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,5,12,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,1,10,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,2,10,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,9,2,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,8,1,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,8,5,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,10,1,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,2,6,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,9,2,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,10,5,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,5,11,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,5,9,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,8,4,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,1,10,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,9,1,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,10,1,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,12,2,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,10,5,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,11,4,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,1,3,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,5,9,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,1,5,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,4,7,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,10,2,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,10,5,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,1,11,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,10,12,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,10,5,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,7,2,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,4,9,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,7,12,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,8,6,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,1,12,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,5,10,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,11,10,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,5,10,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,10,1,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,4,9,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,6,8,1,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,1,5,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,1,6,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,8,12,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,5,3,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,8,11,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,5,10,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,11,6,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,1,7,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,7,5,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,10,1,9,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,1,9,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,1,4,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,10,6,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,6,10,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,6,5,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,7,11,4,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,11,2,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,7,9,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,9,7,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,5,8,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,1,12,5,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,8,4,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,1,10,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,5,7,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,1,8,2,5,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,11,5,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,8,5,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,5,8,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,2,8,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,10,6,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,3,12,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,3,10,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,8,4,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,5,12,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,1,8,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,6,10,1,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,1,8,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,10,6,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,12,2,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,7,11,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,1,7,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,7,5,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,8,2,5,4,-1,-1,-1,0,-1,-1,0
